idno,experiment_hash,epoch_seconds,fold,logits_threshold,wake_acc,sleep_acc,max_X,min_X,mean_X,median_X,std_X
S080,76d77bb2ac662165c22094594130634a8a4f5828,1743186910,56,0.43764263,0.5794483294483295,0.9500603864734299,3.471457415392599,-1.643817301310371,-1.3889456227186348e-15,0.011097704312059763,0.9999991745528775
S082,76d77bb2ac662165c22094594130634a8a4f5828,1743186910,57,0.44781876,0.404055884239789,0.9504504504504504,3.5387553184519,-1.4479102977158498,1.820165764024868e-15,0.02841322394017655,0.9999992025095358
S083,76d77bb2ac662165c22094594130634a8a4f5828,1743186910,58,0.3770863,0.307348965864085,0.9501144164759725,3.621604283132721,-1.288863047785212,9.60918459855433e-16,0.031185941356111788,0.9999992073697975
S084,76d77bb2ac662165c22094594130634a8a4f5828,1743186910,59,0.41142875,0.3084029562982005,0.950025920165889,3.804718477961003,-1.5859236820660163,-2.7009236598105143e-15,0.03408384918729716,0.9999991521799361
S085,76d77bb2ac662165c22094594130634a8a4f5828,1743186910,60,0.38267985,0.13681007793316963,0.9499573742540495,3.6781025717801596,-1.6925300583636993,1.8223504334858896e-15,0.1033580657127381,0.9999990751145822
S086,76d77bb2ac662165c22094594130634a8a4f5828,1743186910,61,0.42160207,0.4381047239612977,0.9500834724540902,3.7225040439849626,-1.4279462779854064,7.706841652495656e-16,0.005634718405160815,0.9999991900871503
S088,76d77bb2ac662165c22094594130634a8a4f5828,1743186910,62,0.42148036,0.2905522750955193,0.9500401284109149,3.5255428399127045,-1.8635040510494063,2.3645685885617125e-15,0.012630707616246305,0.9999991679775305
S089,76d77bb2ac662165c22094594130634a8a4f5828,1743186910,63,0.4351337,0.4672902836451418,0.9499343832020998,3.4734499924616005,-1.6382749871853204,-2.230379468205895e-15,0.036455459959330264,0.9999992153838068
S090,76d77bb2ac662165c22094594130634a8a4f5828,1743186910,64,0.429336,0.25541146180985985,0.9499522445081184,3.5714567513146798,-1.6680522964742217,3.4148064190735223e-16,0.033102938305590905,0.9999992169063302
S091,76d77bb2ac662165c22094594130634a8a4f5828,1743186910,65,0.42091334,0.5456607495069034,0.9501109631602308,3.7283748150675526,-1.411673122602109,1.877135221508427e-15,-0.058332110411654856,0.9999992201729347
S092,76d77bb2ac662165c22094594130634a8a4f5828,1743186910,66,0.3624015,0.25661205005805704,0.9502353444587077,3.937688802977294,-1.4962782470390672,-3.068620335250124e-16,0.07746050076039762,0.9999991035097522
S093,76d77bb2ac662165c22094594130634a8a4f5828,1743186910,67,0.40502456,0.676829268292683,0.9500971817298348,3.417038914387998,-1.4338512051413215,-1.20509728499883e-15,-0.008831392678883365,0.9999992610284694
S095,76d77bb2ac662165c22094594130634a8a4f5828,1743186910,68,0.42048287,0.3895055970149254,0.94994994994995,3.3171748998049027,-1.482564573003815,-2.0272052083309006e-15,0.00041852966442686016,0.999999260135399
S096,76d77bb2ac662165c22094594130634a8a4f5828,1743186910,69,0.45010263,0.4561666535153476,0.9500747384155456,3.484637038492768,-1.556485088118829,3.3828766346432087e-16,0.01478436745793307,0.9999992101195083
S098,76d77bb2ac662165c22094594130634a8a4f5828,1743186910,70,0.376096,0.2945404757829882,0.9499757399320718,3.8338867581972456,-1.5484818210798803,-1.2044250790108235e-15,0.005233476074728899,0.9999991583619124
S100,76d77bb2ac662165c22094594130634a8a4f5828,1743186910,71,0.4050688,0.5625165914520839,0.9501427988576091,3.8118462934350195,-1.4646075464667079,-3.2067586657854798e-15,0.0017934632432525883,0.9999991757608854
S101,76d77bb2ac662165c22094594130634a8a4f5828,1743186910,72,0.4485401,0.6337872653662128,0.9498860009119927,3.513459433683668,-1.501074812189247,-3.0249269460296947e-18,-0.022059510427821217,0.9999992119091852
S102,76d77bb2ac662165c22094594130634a8a4f5828,1743186910,73,0.37438434,0.19998185282642228,0.9499491869918699,3.723484052253171,-1.5450776029494078,2.19424839635054e-15,0.0803717290807419,0.9999991368822121
