idno,experiment_hash,epoch_seconds,fold,logits_threshold,wake_acc,sleep_acc,max_X,min_X,mean_X,median_X,std_X
759667,e96073a799a1618afad02120a9e0e5e50467ca13,1743186192,18,1.1767976,0.29444444444444445,0.95,1.0,0.0,0.0042175579395109224,7.635747378973274e-07,0.045941600605763494
781756,e96073a799a1618afad02120a9e0e5e50467ca13,1743186192,19,0.5566889,0.3281124497991968,0.9499442586399108,1.0,0.0,0.014506446172850967,0.0006932331272463048,0.07412836207598228
8000685,e96073a799a1618afad02120a9e0e5e50467ca13,1743186192,20,1.7082057,0.22727272727272727,0.949963924963925,1.0,0.0,0.006351085020945216,0.00020229458984696196,0.04938705397706274
8173033,e96073a799a1618afad02120a9e0e5e50467ca13,1743186192,21,1.8040986,0.7379310344827587,0.9499640028797696,1.0,0.0,0.009736132018303978,0.0003283414050926754,0.06602894235132804
8258170,e96073a799a1618afad02120a9e0e5e50467ca13,1743186192,22,2.1751444,0.25719298245614036,0.9499238964992389,1.0,0.0,0.003140593085606067,0.0,0.0392958708257179
844359,e96073a799a1618afad02120a9e0e5e50467ca13,1743186192,23,0.8424363,0.33584229390681003,0.9499170812603649,1.0,0.0,0.011136577003949101,0.00014627164330628957,0.07375056834500178
8530312,e96073a799a1618afad02120a9e0e5e50467ca13,1743186192,24,0.20607288,0.22393162393162394,0.9500575373993095,1.0,0.0,0.01357001848315158,0.000391258875670875,0.07602066853143219
8686948,e96073a799a1618afad02120a9e0e5e50467ca13,1743186192,25,1.838367,0.5081632653061224,0.9499632082413539,1.0,0.0,0.00842695632638307,0.00019178006003115448,0.0603826127488601
8692923,e96073a799a1618afad02120a9e0e5e50467ca13,1743186192,26,1.5569162,0.050606060606060606,0.949939393939394,1.0,0.0,0.009877633974855589,0.0005060733186138917,0.06682459273329153
9106476,e96073a799a1618afad02120a9e0e5e50467ca13,1743186192,27,1.3768003,0.1532567049808429,0.9499045437189767,1.0,0.0,0.006241634716229514,0.00016071496515001566,0.05142720151950418
9618981,e96073a799a1618afad02120a9e0e5e50467ca13,1743186192,28,1.3859978,0.08049645390070923,0.9500392156862745,1.0,0.0,0.005658439602878092,5.948150674292882e-05,0.051843155870513004
9961348,e96073a799a1618afad02120a9e0e5e50467ca13,1743186192,29,0.08999079,0.3557142857142857,0.9500256805341551,1.0,0.0,0.011784920930592168,0.00019412392327328198,0.07659149045769882
1066528,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,0,-0.57034135,0.031159420289855074,0.9500651890482399,4.0,-0.10022011529777626,-0.04483047272354047,-0.09987329721342444,0.35505722800360184
1360686,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,1,-0.7060978,0.05042735042735043,0.9499799438427597,4.0,-0.12071479093820636,-0.0512947882194268,-0.11934598729020579,0.4440224944952551
1449548,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,2,-0.4120645,0.1560897435897436,0.9500393081761006,4.0,-0.12128424404975106,-0.05090652233084567,-0.11971094620545858,0.464759273581381
1455390,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,3,0.577927,0.4095238095238095,0.949980864906238,4.0,-0.13658372784451472,-0.04979629052077037,-0.13287277197759836,0.4759554198918303
1818471,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,4,-0.654065,0.6933333333333334,0.9499648382559776,4.0,-0.15773338804878193,-0.04726177386089106,-0.15384161322592887,0.49845605890510425
2598705,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,5,-0.41065842,0.15833333333333333,0.9499643112062812,4.0,-0.17374755595319605,-0.047307044718828184,-0.16679348916312475,0.45692299621615695
2638030,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,6,-0.41306847,0.14065040650406505,0.950060606060606,4.0,-0.1523542527552118,-0.050972973631124546,-0.1479071106063507,0.5374047872839125
3509524,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,7,0.8519753,0.4861635220125786,0.9499540863177227,4.0,-0.08586515265121193,-0.041795538400252574,-0.08586515265121193,0.3143336200803934
3997827,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,8,-0.56151557,0.41333333333333333,0.9500178635226867,4.0,-0.13956212304976856,-0.048821833783302224,-0.12947119323420636,0.4466464635077633
4018081,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,9,-0.6458446,0.09222222222222222,0.9499602227525855,4.0,-0.13552161347853864,-0.051104273115968706,-0.13541045558585968,0.49166763478294384
4314139,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,10,-0.17180082,0.49006410256410254,0.9499416569428238,4.0,-0.15251025714238878,-0.05111756631646962,-0.146809869368902,0.4951532135134981
4426783,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,11,-0.46970558,0.1957142857142857,0.9499816648331499,4.0,-0.13764182110581374,-0.05063546829718958,-0.12933995382499705,0.46413054803463066
46343,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,12,0.3799181,0.4623015873015873,0.9500355366027008,4.0,-0.13446918403744346,-0.04939790725568088,-0.134458377607111,0.4737357958616629
5132496,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,13,-0.81315625,0.11616161616161616,0.9500386697602475,4.0,-0.10201286047901632,-0.045796037161589316,-0.1018876520530682,0.3430706777447
5383425,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,14,0.71451885,0.475,0.9499108734402852,4.0,-0.06359657632200558,-0.03787889733351767,-0.06359657632200558,0.263806206426322
5498603,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,15,-0.23727861,0.36386292834890965,0.9500261643118786,4.0,-0.17113463147148913,-0.04877935850244532,-0.17007315863017008,0.5090261096568451
5797046,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,16,-0.61153233,0.08270042194092828,0.9499805975941017,4.0,-0.14029854783618587,-0.04824696975618608,-0.12925060732397298,0.4306852723760176
6220552,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,17,-0.80181015,0.18269230769230768,0.95,4.0,-0.17774156608910588,-0.05004705496234288,-0.16925974987890868,0.5747586174904619
759667,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,18,-0.36014274,0.35185185185185186,0.9500730994152047,4.0,-0.09180147369899495,-0.044377850249546325,-0.0917848533496782,0.31958650896098023
781756,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,19,-0.84294605,0.3172690763052209,0.9499070977331847,4.0,-0.19569237962166508,-0.04875662436391331,-0.18634064462834207,0.5929809906844189
8000685,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,20,-0.35688338,0.1484848484848485,0.95,4.0,-0.12859697183978483,-0.0457888503609663,-0.12450090453977224,0.38767992788965955
8173033,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,21,-0.07280432,0.6252873563218391,0.95,4.0,-0.1474516873057486,-0.05152679527165663,-0.14247902525656528,0.4785132349131557
8258170,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,22,0.13874197,0.3101754385964912,0.9500380517503805,4.0,-0.07992042087934013,-0.0399835699961638,-0.07992042087934013,0.30798565393921357
844359,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,23,-0.59440774,0.2584229390681004,0.9499585406301824,4.0,-0.15100235354323535,-0.05161444945166229,-0.14901903655202198,0.5435028958311117
8530312,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,24,-0.78516847,0.2012820512820513,0.9499041043344841,4.0,-0.17850330367180645,-0.049444740058457115,-0.17335658983461585,0.5901570562322768
8686948,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,25,-0.3330563,0.4925170068027211,0.9500735835172921,4.0,-0.13955828392046074,-0.050381993183874374,-0.13638222663103172,0.4686552788561843
8692923,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,26,-0.5192701,0.04727272727272727,0.950020202020202,4.0,-0.14781339575915856,-0.05092099211997128,-0.14024028504075725,0.5116318259884457
9106476,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,27,-0.4692119,0.13869731800766283,0.9500190912562047,4.0,-0.12136726325942743,-0.04751028905888363,-0.11824219484836312,0.40151681565726177
9618981,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,28,-0.46750316,0.0726950354609929,0.9500392156862745,4.0,-0.10914439835366455,-0.04799298342242248,-0.10799707263805099,0.3736954652189847
9961348,76d77bb2ac662165c22094594130634a8a4f5828,1743186795,29,-0.7936635,0.37047619047619046,0.9500256805341551,4.0,-0.15386649895202337,-0.052018666746358654,-0.15133197465501624,0.5545661663377756
